timestamp,xrp,usd,price,rsi,xaman_balance
2025-07-29T23:09:10.025737,0.0,0.0,3.125,44.065030823159574,41.791865
2025-07-30T20:19:03.584622,0.0,0.0,3.10517,55.86947187634197,41.791865
2025-07-30T20:20:04.438168,0.0,0.0,3.10944,55.86947187634197,41.791865
2025-07-30T20:21:04.789954,0.0,0.0,3.10526,55.86947187634197,41.791865
2025-07-30T20:22:04.711936,0.0,0.0,3.10982,55.86947187634197,41.791865
2025-07-30T20:23:04.616144,0.0,0.0,3.1111,55.86947187634197,41.791865
2025-07-30T20:24:04.534246,0.0,0.0,3.1083,55.86947187634197,41.791865
2025-07-30T20:25:04.578165,0.0,0.0,3.10501,55.86947187634197,41.791865
2025-07-30T20:26:04.615039,0.0,0.0,3.10155,55.86947187634197,41.791865
2025-07-30T20:27:05.757836,0.0,0.0,3.10463,55.86947187634197,41.791865
2025-07-30T20:28:06.553269,0.0,0.0,3.10471,55.86947187634197,41.791865
2025-07-30T20:29:07.802439,0.0,0.0,3.105,55.86947187634197,41.791865
2025-07-30T20:30:08.863014,0.0,0.0,3.10345,63.946614116804064,41.791865
2025-07-30T20:31:09.746888,0.0,0.0,3.10156,63.946614116804064,41.791865
2025-07-30T20:32:10.921683,0.0,0.0,3.1036,63.946614116804064,41.791865
2025-07-30T20:33:11.693973,0.0,0.0,3.10361,63.946614116804064,41.791865
2025-07-30T20:34:12.406621,0.0,0.0,3.10292,63.946614116804064,41.791865
2025-07-30T20:35:14.005181,0.0,0.0,3.09691,63.946614116804064,41.791865
2025-07-30T20:36:14.801128,0.0,0.0,3.08976,63.946614116804064,41.791865
2025-07-30T20:37:15.614931,0.0,0.0,3.0974,63.946614116804064,41.791865
2025-07-30T20:38:16.865954,0.0,0.0,3.09574,63.946614116804064,41.791865
2025-07-30T20:39:17.762211,0.0,0.0,3.09741,63.946614116804064,41.791865
2025-07-30T20:40:18.640859,0.0,0.0,3.096,63.946614116804064,41.791865
2025-07-30T20:41:19.386311,0.0,0.0,3.1036,63.946614116804064,41.791865
2025-07-30T20:42:20.655797,0.0,0.0,3.10191,63.946614116804064,41.791865
2025-07-30T20:43:21.940079,0.0,0.0,3.10253,63.946614116804064,41.791865
2025-07-30T20:44:22.597315,0.0,0.0,3.10136,63.946614116804064,41.791865
2025-07-30T20:45:23.768143,0.0,0.0,3.10101,69.43579618801749,41.791865
2025-07-30T20:46:24.708074,0.0,0.0,3.10076,69.43579618801749,41.791865
2025-07-30T20:47:25.656032,0.0,0.0,3.1013,69.43579618801749,41.791865
2025-07-30T20:48:26.456170,0.0,0.0,3.09741,69.43579618801749,41.791865
2025-07-30T20:49:27.663942,0.0,0.0,3.09869,69.43579618801749,41.791865
2025-07-30T20:50:28.614347,0.0,0.0,3.0974,69.43579618801749,41.791865
2025-07-30T20:51:29.648623,0.0,0.0,3.09124,69.43579618801749,41.791865
2025-07-30T20:52:30.525903,0.0,0.0,3.09117,69.43579618801749,41.791865
2025-07-30T20:53:31.727812,0.0,0.0,3.09969,69.43579618801749,41.791865
2025-07-30T20:54:32.683677,0.0,0.0,3.09855,69.43579618801749,41.791865
2025-07-30T20:55:33.536532,0.0,0.0,3.09608,69.43579618801749,41.791865
2025-07-30T20:56:34.803823,0.0,0.0,3.09485,69.43579618801749,41.791865
2025-07-30T20:57:35.865828,0.0,0.0,3.09124,69.43579618801749,41.791865
2025-07-30T20:58:37.076880,0.0,0.0,3.09182,69.43579618801749,41.791865
